;// 무기  , 아이템,ID의, 수정 ,,, 추가, 삭제, 발생시, 클라이언트,팀에,알려,주세요,적용안,할경우,,크래쉬,To ,클라이언트팀,CSWeaponID ,,,, 정의 코드의, 주석 참고 해, 작업해 주세요.
6191,#CSO2_ITEM_NAME_m16a2_codm4a1,#CSO2_ITEM_DESC_m16a2_codm4a1,m16a2,codm4a1,item,weapon,rifle,0,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
6192,#CSO2_ITEM_NAME_m99railgun_thunderbolt_v6,#CSO2_ITEM_DESC_m99railgun_thunderbolt_v6,m99railgun,thunderbolt_v6,item,weapon,snip,0,0,0,0,0,0,5,0,0,0,none,SS_GRADE_WEAPON_GROUP,100,0,,,"CRITICAL(30,1.5) | EXPUP(100) | WEAPONDROPOFF | ZZ_CHAIN_LIGHTNING | DMG_DISSOLVE",0 | GET_SPEED_CHAR_SKILLPOINT_INCREASE(0.5)",0
6193,#CSO2_ITEM_NAME_bowie,#CSO2_ITEM_DESC_bowie,default_knife,bowie,item,weapon,knife,2,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
6194,#CSO2_ITEM_NAME_m4a1_ironbeast,#CSO2_ITEM_DESC_m4a1_ironbeast,m4a1,ironbeast,item,weapon,rifle,0,3,0,0,0,3,5,0,0,0,none,SS_GRADE_WEAPON_GROUP,100,0,,,"EXPUP(150)| WEAPONDROPOFF | ZZ_HEATUP(3,3,5)",0
6195,#CSO2_ITEM_NAME_bowie_sapphire,#CSO2_ITEM_DESC_bowie_sapphire,default_knife,bowie_sapphire,item,weapon,knife,2,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
6196,#CSO2_ITEM_NAME_bowie_rust,#CSO2_ITEM_DESC_bowie_rust,default_knife,bowie_rust,item,weapon,knife,2,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
6197,#CSO2_ITEM_NAME_bowie_blackpearl,#CSO2_ITEM_DESC_bowie_blackpearl,default_knife,bowie_blackpearl,item,weapon,knife,2,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
6198,#CSO2_ITEM_NAME_qjy88_csgo_negev,#CSO2_ITEM_DESC_qjy88_csgo_negev,qjy88,csgo_negev,item,weapon,mach,0,0,1|2|3|5|6|8|14|15|17|20|22|24|25|26|27|29|36|37|38|42|44|45|46|47|48|49|51|53|55|57|58|59|61|63|65,0,0,3,5,0,0,0,none,none,0,0,,,,0
6199,#CSO2_ITEM_NAME_qjy88_powerloader,#CSO2_ITEM_DESC_qjy88_powerloader,qjy88,powerloader,item,weapon,mach,0,0,1|2|3|5|6|8|14|15|17|20|22|24|25|26|27|29|36|37|38|42|44|45|46|47|48|49|51|53|55|57|58|59|61|63|65,0,0,3,5,0,0,0,none,none,0,0,,,,0
6200,#CSO2_ITEM_NAME_qjy88_mjolnir,#CSO2_ITEM_DESC_qjy88_mjolnir,qjy88,mjolnir,item,weapon,mach,0,0,1|2|3|5|6|8|14|15|17|20|22|24|25|26|27|29|36|37|38|42|44|45|46|47|48|49|51|53|55|57|58|59|61|63|65,0,0,3,5,0,0,0,none,SS_GRADE_WEAPON_GROUP,100,0,,,EXPUP(100) | WEAPONDROPOFF | ZZ_PHOENIX,0
6201,#CSO2_ITEM_NAME_butterfly_marblefade,#CSO2_ITEM_DESC_butterfly_marblefade,default_knife,butterfly_marblefade,item,weapon,knife,2,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
6202,#CSO2_ITEM_NAME_butterfly,#CSO2_ITEM_DESC_butterfly,default_knife,butterfly,item,weapon,knife,2,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
6203,#CSO2_ITEM_NAME_butterfly_fade,#CSO2_ITEM_DESC_butterfly_fade,default_knife,butterfly_fade,item,weapon,knife,2,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
6204,#CSO2_ITEM_NAME_butterfly_fire,#CSO2_ITEM_DESC_butterfly_fire,default_knife,butterfly_fire,item,weapon,knife,2,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
6205,#CSO2_ITEM_NAME_butterfly_rainbow,#CSO2_ITEM_DESC_butterfly_rainbow,default_knife,butterfly_rainbow,item,weapon,knife,2,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
6206,#CSO2_ITEM_NAME_thompson_m1a1,#CSO2_ITEM_DESC_thompson_m1a1,thompson,m1a1,item,weapon,smg,0,0,0,0,0,0,0,0,0,0,none,none,0,0,,,,0
6207,#CSO2_ITEM_NAME_mp5mark2,#CSO2_ITEM_DESC_mp5mark2,mp5,mark2,item,weapon,smg,0,0,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
6208,#CSO2_ITEM_NAME_lr300_dark_knight,#CSO2_ITEM_DESC_lr300_dark_knight,lr300,dark_knight,item,weapon,rifle,0,0,3|5|6|7|8|9|10|11|13|14|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|73,0,0,0,5,0,0,0,none,none,0,0,,,,0
6209,#CSO2_ITEM_NAME_m870_spas12ex,#CSO2_ITEM_DESC_m870_spas12ex,m870,spas12ex,item,weapon,shotgun,0,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
6210,#CSO2_ITEM_NAME_lr300_dark_knight_v6,#CSO2_ITEM_DESC_lr300_dark_knight_v6,lr300,dark_knight_v6,item,weapon,rifle,0,0,3|5|6|7|8|9|10|11|13|14|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|73,0,0,0,5,0,0,0,none,SS_GRADE_WEAPON_GROUP,100,0,,,"EXPUP(150)| WEAPONDROPOFF | ZZ_HEATUP(3,3,5)",0
6211,#CSO2_ITEM_NAME_m14ebr_hk417,#CSO2_ITEM_DESC_m14ebr_hk417,m14ebr,hk417,item,weapon,rifle,0,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,1
6212,#CSO2_ITEM_NAME_m14ebr_hk417_carbon,#CSO2_ITEM_DESC_m14ebr_hk417_carbon,m14ebr,hk417_carbon,item,weapon,rifle,0,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,1
6213,#CSO2_ITEM_NAME_m14ebr_hk417_remains,#CSO2_ITEM_DESC_m14ebr_hk417_remains,m14ebr,hk417_remains,item,weapon,rifle,0,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,1
6214,#CSO2_ITEM_NAME_m14ebr_hk417_dragon,#CSO2_ITEM_DESC_m14ebr_hk417_dragon,m14ebr,hk417_dragon,item,weapon,rifle,0,0,3|5|6|7|8|9|10|11|13|14|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|73,0,0,0,5,0,0,0,none,SS_GRADE_WEAPON_GROUP,100,0,,,EXPUP(100) | WEAPONDROPOFF | ZZ_PHOENIX,0
6215,#CSO2_ITEM_NAME_k1_aac,#CSO2_ITEM_DESC_K1_aac,k1,aac,item,weapon,smg,0,0,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
6216,#CSO2_ITEM_NAME_famas_famasg2,#CSO2_ITEM_DESC_famas_famasg2,famas,famasg2,item,weapon,rifle,0,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
6217,#CSO2_ITEM_NAME_famas_blackgold,#CSO2_ITEM_DESC_famas_blackgold,famas,blackgold,item,weapon,rifle,0,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
6218,#CSO2_ITEM_NAME_famas_neon,#CSO2_ITEM_DESC_famas_neon,famas,neon,item,weapon,rifle,0,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
6219,#CSO2_ITEM_NAME_famas_graffiti,#CSO2_ITEM_DESC_famas_graffiti,famas,graffiti,item,weapon,rifle,0,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
6220,#CSO2_ITEM_NAME_famas_hexagon,#CSO2_ITEM_DESC_famas_hexagon,famas,hexagon,item,weapon,rifle,0,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
6221,#CSO2_ITEM_NAME_k5_mk2,#CSO2_ITEM_DESC_k5_mk2,k5,mk2,item,weapon,pistol,1,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
6222,#CSO2_ITEM_NAME_qsz92_mk2,#CSO2_ITEM_DESC_qsz92_mk2,qsz92,mk2,item,weapon,pistol,1,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
6223,#CSO2_ITEM_NAME_xm1014_mk2,#CSO2_ITEM_DESC_XM1014_mk2,xm1014,mk2,item,weapon,shotgun,0,0,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
6224,#CSO2_ITEM_NAME_dr200_zm21,#CSO2_ITEM_DESC_dr200_zm21,dr200,zm21,item,weapon,rifle,0,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
6225,#CSO2_ITEM_NAME_dr200_sweet,#CSO2_ITEM_DESC_dr200_sweet,dr200,sweet,item,weapon,rifle,0,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
6226,#CSO2_ITEM_NAME_sg550_skull5_anna,#CSO2_ITEM_DESC_sg550_skull5_anna,sg550,skull5_anna,item,weapon,snip,0,0,3|5|6|7|8|9|10|11|13|14|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|73,0,0,0,5,0,0,0,none,SS_GRADE_WEAPON_GROUP,100,0,,,"EXPUP(150)| WEAPONDROPOFF | ZZ_HEATUP(3,3,5)",0
6227,#CSO2_ITEM_NAME_deserteagle_deaglez,#CSO2_ITEM_DESC_deserteagle_deaglez,deserteagle,deaglez,item,weapon,pistol,1,0,3|5|6|7|8|9|10|11|13|14|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|73,0,0,0,5,0,0,0,none,SS_GRADE_WEAPON_GROUP,100,0,,,"EXPUP(150)| WEAPONDROPOFF | ZZ_HEATUP(3,3,5)",0
6228,#CSO2_ITEM_NAME_kukriknife_bf1kukri,#CSO2_ITEM_DESC_kukriknife_bf1kukri,kukriknife,bf1kukri,item,weapon,knife,2,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
6229,#CSO2_ITEM_NAME_lr300_hk416,#CSO2_ITEM_DESC_lr300_hk416,lr300,hk416,item,weapon,rifle,0,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
6230,#CSO2_ITEM_NAME_lr300_hk416_gold,#CSO2_ITEM_DESC_lr300_hk416_gold,lr300,hk416_gold,item,weapon,rifle,0,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
6231,#CSO2_ITEM_NAME_lr300_hk416_miku,#CSO2_ITEM_DESC_lr300_hk416_miku,lr300,hk416_miku,item,weapon,rifle,0,0,3|5|6|7|8|9|10|11|13|14|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|73,0,0,0,5,0,0,0,none,SS_GRADE_WEAPON_GROUP,100,0,,,"EXPUP(150)| WEAPONDROPOFF | ZZ_HEATUP(3,3,5)",0
6232,#CSO2_ITEM_NAME_m1911_m45,#CSO2_ITEM_DESC_m1911_m45,m1911,m45,item,weapon,pistol,1,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
6233,#CSO2_ITEM_NAME_m1911_m45_silver,#CSO2_ITEM_DESC_m1911_m45_silver,m1911,m45_silver,item,weapon,pistol,1,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
6234,#CSO2_ITEM_NAME_m1911_m45_kill,#CSO2_ITEM_DESC_m1911_m45_kill,m1911,m45_kill,item,weapon,pistol,1,0,3|5|6|7|8|9|10|11|13|14|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|73,0,0,0,5,0,0,0,none,none,0,0,,,,0
6235,#CSO2_ITEM_NAME_m1911_m45_eyes,#CSO2_ITEM_DESC_m1911_m45_eyes,m1911,m45_eyes,item,weapon,pistol,1,0,3|5|6|7|8|9|10|11|13|14|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|73,0,0,0,5,0,0,0,none,SS_GRADE_WEAPON_GROUP,100,0,,,"EXPUP(150)| WEAPONDROPOFF | ZZ_HEATUP(3,3,5)",0
6236,#CSO2_ITEM_NAME_paw20_speargun,#CSO2_ITEM_DESC_paw20_speargun,paw20,speargun,item,weapon,mach,0,0,3|5|6|7|8|9|10|11|13|14|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|73,0,0,3,5,0,0,0,none,none,0,0,,,,0
6237,#CSO2_ITEM_NAME_glock18_glock19,#CSO2_ITEM_DESC_glock18_glock19,glock18,glock19,item,weapon,pistol,1,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
6238,#CSO2_ITEM_NAME_m16a2_g36c,#CSO2_ITEM_DESC_m16a2_g36c,m16a2,g36c,item,weapon,rifle,0,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
6239,#CSO2_ITEM_NAME_k1_hb,#CSO2_ITEM_DESC_K1_hb,k1,hb,item,weapon,smg,0,0,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
6240,#CSO2_ITEM_NAME_m14ebr_m14,#CSO2_ITEM_DESC_m14ebr_m14,m14ebr,m14,item,weapon,rifle,0,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,1
6241,#CSO2_ITEM_NAME_mk18_mk11,#CSO2_ITEM_DESC_mk18_mk11,mk18,mk11,item,weapon,rifle,0,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
6242,#CSO2_ITEM_NAME_candlexmas_genji,#CSO2_ITEM_DESC_candlexmas_genji,candlexmas,genji,item,weapon,knife,2,0,0,0,0,0,5,0,0,0,none,SS_GRADE_WEAPON_GROUP,100,0,,,EXPUP(100) | ZZ_EXECUTION,0
6243,#CSO2_ITEM_NAME_m16a2_m16a3,#CSO2_ITEM_DESC_m16a2_m16a3,m16a2,m16a3,item,weapon,rifle,0,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
6244,#CSO2_ITEM_NAME_m16a3_flag,#CSO2_ITEM_DESC_m16a3_flag,m16a2,m16a3_flag,item,weapon,rifle,0,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
6245,#CSO2_ITEM_NAME_m16a3_flag_old,#CSO2_ITEM_DESC_m16a3_flag_old,m16a2,m16a3_flag_old,item,weapon,rifle,0,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
6246,#CSO2_ITEM_NAME_m16a3_ghost,#CSO2_ITEM_DESC_m16a3_ghost,m16a2,m16a3_ghost,item,weapon,rifle,0,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
6247,#CSO2_ITEM_NAME_acr_mk42,#CSO2_ITEM_DESC_acr_mk42,acr,mk42,item,weapon,rifle,0,3,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
6248,#CSO2_ITEM_NAME_ar57_skull3,#CSO2_ITEM_DESC_ar57_skull3,ar57,skull3,item,weapon,smg,0,0,3|5|6|7|8|9|10|11|13|14|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|73,0,0,3,5,0,0,0,none,none,0,0,,,,0
6249,#CSO2_ITEM_NAME_m249_phoenix,#CSO2_ITEM_DESC_m249_phoenix,m249,phoenix,item,weapon,mach,0,0,1|2|3|5|6|8|14|15|17|20|22|24|25|26|27|29|36|37|38|42|44|45|46|47|48|49|51|53|55|57|58|59|61|63|65,0,0,3,5,0,0,0,none,SS_GRADE_WEAPON_GROUP,100,0,,,EXPUP(100) | WEAPONDROPOFF | ZZ_PHOENIX,0
6250,#CSO2_ITEM_NAME_elites_skull2_blood,#CSO2_ITEM_DESC_elites_skull2_blood,elites,skull2_blood,item,weapon,pistol,1,0,3|5|6|7|8|9|10|11|13|14|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|73,0,0,0,5,0,0,0,none,SS_GRADE_WEAPON_GROUP,100,0,,,"EXPUP(150)| WEAPONDROPOFF | ZZ_HEATUP(3,3,5)",0
6251,#CSO2_ITEM_NAME_ar57_skull3_blood,#CSO2_ITEM_DESC_ar57_skull3_blood,ar57,skull3_blood,item,weapon,smg,0,0,3|5|6|7|8|9|10|11|13|14|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|73,0,0,3,5,0,0,0,none,SS_GRADE_WEAPON_GROUP,100,0,,,"EXPUP(150)| WEAPONDROPOFF | ZZ_HEATUP(3,3,5)",0
6252,#CSO2_ITEM_NAME_lr300_catgun,#CSO2_ITEM_DESC_lr300_catgun,lr300,catgun,item,weapon,rifle,0,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
6253,#CSO2_ITEM_NAME_g3sg1_hkg28,#CSO2_ITEM_DESC_g3sg1_hkg28,g3sg1,hkg28,item,weapon,snip,0,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
6254,#CSO2_ITEM_NAME_m60steam_gatlinggun,#CSO2_ITEM_DESC_m60steam_gatlinggun,m60steam,gatlinggun,item,weapon,mach,0,0,1|2|3|5|6|8|14|15|17|20|22|24|25|26|27|29|36|37|38|42|44|45|46|47|48|49|51|53|55|57|58|59|61|63|65,0,0,3,5,0,0,0,none,SS_GRADE_WEAPON_GROUP,100,0,,,EXPUP(100) | WEAPONDROPOFF | ZZ_PHOENIX,0
6255,#CSO2_ITEM_NAME_m60steam_gatlinggun2,#CSO2_ITEM_DESC_m60steam_gatlinggun2,m60steam,gatlinggun2,item,weapon,mach,0,0,1|2|3|5|6|8|14|15|17|20|22|24|25|26|27|29|36|37|38|42|44|45|46|47|48|49|51|53|55|57|58|59|61|63|65,0,0,3,5,0,0,0,none,SS_GRADE_WEAPON_GROUP,100,0,,,EXPUP(100) | WEAPONDROPOFF | ZZ_PHOENIX,0
6256,#CSO2_ITEM_NAME_m60steam_gatlinggun3,#CSO2_ITEM_DESC_m60steam_gatlinggun3,m60steam,gatlinggun3,item,weapon,mach,0,0,1|2|3|5|6|8|14|15|17|20|22|24|25|26|27|29|36|37|38|42|44|45|46|47|48|49|51|53|55|57|58|59|61|63|65,0,0,3,5,0,0,0,none,SS_GRADE_WEAPON_GROUP,100,0,,,EXPUP(100) | WEAPONDROPOFF | ZZ_PHOENIX,0
6257,#CSO2_ITEM_NAME_usas12_hellfire,#CSO2_ITEM_DESC_usas12_hellfire,usas12,hellfire,item,weapon,shotgun,0,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,1
6258,#CSO2_ITEM_NAME_deserteagle_rabbit,#CSO2_ITEM_DESC_deserteagle_rabbit,deserteagle,rabbit,item,weapon,pistol,1,0,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
6259,#CSO2_ITEM_NAME_candlexmas_whitekatana,#CSO2_ITEM_DESC_candlexmas_whitekatana,candlexmas,whitekatana,item,weapon,knife,2,0,0,0,0,0,5,0,0,0,none,SS_GRADE_WEAPON_GROUP,100,0,,,EXPUP(100) | ZZ_EXECUTION,0
6260,#CSO2_ITEM_NAME_krisssuperv_heaven,#CSO2_ITEM_DESC_krisssuperv_heaven,krisssuperv,heaven,item,weapon,smg,0,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,1
6261,#CSO2_ITEM_NAME_elites_duzip,#CSO2_ITEM_DESC_elites_duzip,elites,duzip,item,weapon,pistol,1,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
6262,#CSO2_ITEM_NAME_elites_maul,#CSO2_ITEM_DESC_elites_maul,elites,maul,item,weapon,pistol,1,0,3|5|6|7|8|9|10|11|13|14|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|73,0,0,0,5,0,0,0,none,none,0,0,,,,0
6263,#CSO2_ITEM_NAME_mp7_dmp7,#CSO2_ITEM_DESC_mp7_dmp7,mp7,dmp7,item,weapon,smg,0,0,3|36|37|38|44|45|46|47|53|57|63|65,0,0,0,5,0,0,0,none,none,0,0,,,,0
6264,#CSO2_ITEM_NAME_MP7_unicorn,#CSO2_ITEM_DESC_MP7_unicorn,mp7,unicorn,item,weapon,smg,0,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
6265,#CSO2_ITEM_NAME_elites_ddep,#CSO2_ITEM_DESC_elites_ddep,elites,ddep,item,weapon,pistol,1,0,3|36|37|38|44|45|46|47|53|57|63|65,0,0,0,5,0,0,0,none,none,0,0,,,,0
6266,#CSO2_ITEM_NAME_k2c_ak47long,#CSO2_ITEM_DESC_k2c_ak47long,k2c,ak47long,item,weapon,rifle,0,0,3|36|37|38|44|45|46|47|53|57|63|65,0,0,0,5,0,0,0,none,none,0,0,,,,0
6267,#CSO2_ITEM_NAME_awmgauss_zgun,#CSO2_ITEM_DESC_awmgauss_zgun,awmgauss,zgun,item,weapon,snip,0,0,3|36|37|38|44|45|46|47|53|57|63|65,0,0,0,5,0,0,0,none,none,0,0,,,,0
6268,#CSO2_ITEM_NAME_m60steam_m134ex,#CSO2_ITEM_DESC_m60steam_m134ex,m60steam,m134ex,item,weapon,mach,0,0,1|2|3|5|6|8|14|15|17|20|22|24|25|26|27|29|36|37|38|42|44|45|46|47|48|49|51|53|55|57|58|59|61|63|65,0,0,3,5,0,0,0,none,none,0,0,,,,0
6269,#CSO2_ITEM_NAME_m249_phoenix2,#CSO2_ITEM_DESC_m249_phoenix2,m249,phoenix2,item,weapon,mach,0,0,1|2|3|5|6|8|14|15|17|20|22|24|25|26|27|29|36|37|38|42|44|45|46|47|48|49|51|53|55|57|58|59|61|63|65,0,0,3,5,0,0,0,none,SS_GRADE_WEAPON_GROUP,100,0,,,EXPUP(100) | WEAPONDROPOFF | ZZ_PHOENIX,0
6270,#CSO2_ITEM_NAME_m60steam_m134ex2,#CSO2_ITEM_DESC_m60steam_m134ex2,m60steam,m134ex2,item,weapon,mach,0,0,1|2|3|5|6|8|14|15|17|20|22|24|25|26|27|29|36|37|38|42|44|45|46|47|48|49|51|53|55|57|58|59|61|63|65,0,0,3,5,0,0,0,none,none,0,0,,,,0
6271,#CSO2_ITEM_NAME_k5_gs9mm,#CSO2_ITEM_DESC_k5_gs9mm,k5,gs9mm,item,weapon,pistol,1,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
6272,#CSO2_ITEM_NAME_g3sg1_crossbowex,#CSO2_ITEM_DESC_g3sg1_crossbowex,g3sg1,crossbowex,item,weapon,snip,0,0,3|5|6|7|8|9|10|11|13|14|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|73,0,0,0,5,0,0,0,none,none,0,0,,,,0
6273,#CSO2_ITEM_NAME_g3sg1_crossbowex_v6,#CSO2_ITEM_DESC_g3sg1_crossbowex_v6,g3sg1,crossbowex_v6,item,weapon,snip,0,0,3|5|6|7|8|9|10|11|13|14|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|73,0,0,0,5,0,0,0,none,SS_GRADE_WEAPON_GROUP,100,0,,,"EXPUP(150)| WEAPONDROPOFF | ZZ_HEATUP(3,3,5)",0
6274,#CSO2_ITEM_NAME_usas12_volcano,#CSO2_ITEM_DESC_usas12_volcano,usas12,volcano,item,weapon,shotgun,0,0,3|5|6|7|8|9|10|11|13|14|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|73,0,0,0,5,0,0,0,none,none,0,0,,,,1
6275,#CSO2_ITEM_NAME_usas12_volcano_v6,#CSO2_ITEM_DESC_usas12_volcano_v6,usas12,volcano_v6,item,weapon,shotgun,0,0,3|5|6|7|8|9|10|11|13|14|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|73,0,0,0,5,0,0,0,none,SS_GRADE_WEAPON_GROUP,100,0,,,"EXPUP(150)| WEAPONDROPOFF | ZZ_HEATUP(3,3,5)",0
6276,#CSO2_ITEM_NAME_ak12_ak16,#CSO2_ITEM_DESC_ak12_ak16,ak12,ak16,item,weapon,rifle,0,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
6277,#CSO2_ITEM_NAME_m870_m870t,#CSO2_ITEM_DESC_m870_m870t,m870,m870t,item,weapon,shotgun,0,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
6278,#CSO2_ITEM_NAME_m16a4_police,#CSO2_ITEM_DESC_m16a4_police,m16a4,police,item,weapon,rifle,0,0,0,0,0,0,5,0,0,0,none,SS_GRADE_WEAPON_GROUP,100,0,,,"EXPUP(150)| WEAPONDROPOFF | ZZ_HEATUP(3,3,5)",0
6279,#CSO2_ITEM_NAME_galilsniper_izanagis,CSO2_ITEM_DESC_galilsniper_izanagis,galilsniper,izanagis,item,weapon,snip,0,0,3|36|37|38|44|45|46|47|53|57|63|65,0,0,0,5,0,0,0,none,SS_GRADE_WEAPON_GROUP,100,0,,,"CRITICAL(30,1.5) | EXPUP(100) | WEAPONDROPOFF | ZZ_CHAIN_LIGHTNING | DMG_DISSOLVE",0 | GET_SPEED_CHAR_SKILLPOINT_INCREASE(0.5)",0
6280,#CSO2_ITEM_NAME_k12_xenophage,#CSO2_ITEM_DESC_k12_xenophage,k12,xenophage,item,weapon,mach,0,0,3|36|37|38|44|45|46|47|53|57|63|65,0,0,0,5,0,0,0,none,SS_GRADE_WEAPON_GROUP,100,0,,,"EXPUP(150)| WEAPONDROPOFF | DMG_DISSOLVE | ZZ_HEATUP(3,3,5)",0
6281,#CSO2_ITEM_NAME_ak47_paladin,#CSO2_ITEM_DESC_ak47_paladin,ak47,paladin,item,weapon,rifle,0,2,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
